transaction_id,account_id,timestamp,amount,currency,merchant,merchant_category,country,channel,counterparty_account,is_anomaly,anomaly_type
9038ab45-916d-9a42-e7b7-95f9cccf4d37,acc_00023,2026-01-01 10:20:00,25.47,USD,PAYPAL *Best Buy INC,5732,US,online,,False,none
a7ae4221-c895-d289-f9c7-ec6e82dba4db,acc_00047,2026-01-01 10:32:00,31.97,USD,StarbucksSTORE123,5812,US,online,,False,none
47e402c5-e05a-2a8a-c500-1e3ef59d2194,acc_00026,2026-01-01 10:36:00,808.86,INR,PAYPAL *MICROCENTER LLC,5732,IN,online,,False,none
92be07c4-e784-cabe-3190-b8f4d73d52ba,acc_00013,2026-01-01 10:38:00,5410.56,INR,SQ *ETSY IN,5999,IN,online,,False,none
ce87cc55-178e-bbc2-b0bc-b6e5c82a3eb4,acc_00046,2026-01-01 10:44:00,80.77,GBP,SQ *Etsy GB,5999,GB,pos,,False,none
4ba99d78-b498-75d0-a5b1-c79954cecee7,acc_00009,2026-01-01 10:47:00,43.0,USD,POS DEBIT SAMSUNG #445,5732,US,pos,,False,none
bad1ffe7-ed46-d087-c77a-fed52adff941,acc_00031,2026-01-01 10:49:00,9.22,USD,WWW.CHIPOTLE,5812,US,pos,,False,none
c19aab0f-7d72-8f73-5d3b-64acdd7c5485,acc_00032,2026-01-01 10:52:00,6.19,USD,POS DEBIT Shell US,5541,US,pos,,False,none
a5accd5a-48f1-8eed-6703-7089c78cd2c3,acc_00010,2026-01-01 10:54:00,16.13,GBP,TARGET LLC,5411,GB,pos,,False,none
76c0c89e-6666-c620-8563-c5b4f3596c29,acc_00053,2026-01-01 11:03:00,46.53,GBP,TST* Safeway #445,5411,GB,pos,,False,none
47eb340d-c74e-48ff-cf89-569de550d736,acc_00003,2026-01-01 11:20:00,53.92,USD,POS DEBIT Microcenter LLC,5732,US,online,,False,none
ff6fb946-e10d-1490-7c8c-92673c55ad3a,acc_00027,2026-01-01 11:21:00,19.68,USD,POS DEBIT ALIEXPRESS INC,5999,US,pos,,False,none
fe7af953-b6dd-7eec-be68-26d24aac3fb6,acc_00038,2026-01-01 11:35:00,4.44,USD,POSDEBITTarget,5411,US,online,,False,none
9c0723c4-92db-a65f-ec35-ed8814319083,acc_00034,2026-01-01 11:35:00,86.01,USD,SQ *MCDONALDS #445,5812,US,pos,,False,none
35c606b5-4e00-3d55-15ca-dfaff26d3dd3,acc_00006,2026-01-01 11:36:00,5.09,CAD,PAYPAL *Whole Foods CA,5411,CA,online,,False,none
6507c321-f0b6-844f-6a73-30b3ecfa1700,acc_00013,2026-01-01 11:55:00,4195.88,INR,TST* WHOLE FOODS IN,5411,IN,online,,False,none
e34f76b4-2b8c-03bf-5780-be1712fecc2b,acc_00004,2026-01-01 12:20:00,2844.46,INR,POS DEBIT BEST BUY,5732,IN,pos,,False,none
19b1af69-23bb-1f64-c59a-c867b84481e9,acc_00039,2026-01-01 12:20:00,73.6,GBP,SQ*ShellINC,5541,GB,pos,,False,none
0f417135-d56c-b5e4-e391-5adcc8096083,acc_00028,2026-01-01 12:27:00,31.86,USD,PAYPAL *ETSY US,5999,US,pos,,False,none
febf4c56-d826-c496-6ebb-7a1752b0147b,acc_00013,2026-01-01 12:27:00,1105.35,INR,WWW.AMAZON STORE 123,5999,IN,online,,False,none
4236d2f9-6ccb-9163-4d8e-6d5e0df473bb,acc_00020,2026-01-01 12:31:00,2869.5,INR,POS DEBIT Burger King IN,5814,IN,pos,,False,none
71c966b3-9eb0-3954-a83d-b2dfe4aa212a,acc_00017,2026-01-01 12:37:00,36.57,USD,PAYPAL *Chipotle US,5812,US,online,acc_00084,False,none
7bad9046-e9ab-3158-fe72-f0e4817d5a03,acc_00055,2026-01-01 12:46:00,6.57,USD,SQ *Chevron US,5541,US,online,,False,none
bfd52d8f-e7eb-19fa-d048-2dc190191037,acc_00073,2026-01-01 12:51:00,8.75,USD,POS DEBIT Dominos US,5814,US,pos,,False,none
854f6ac0-ce92-164c-be0e-023b6095aa9f,acc_00047,2026-01-01 12:51:00,12.93,USD,POS DEBIT MICROCENTER STORE 123,5732,US,pos,acc_00083,False,none
09af9883-eed2-1f94-0038-dc84a3ed033a,acc_00008,2026-01-01 12:57:00,12.01,GBP,PAYPAL *ETSY #445,5999,GB,online,,False,none
ff2af7ad-3d39-b5bb-0fba-257b73c1f6a2,acc_00044,2026-01-01 13:10:00,336.79,INR,WWW.Starbucks INC,5812,IN,pos,,False,none
81f8fc53-f17d-cf2b-a667-2c4b5268a85a,acc_00073,2026-01-01 13:20:00,38.76,USD,SQ *KFC STORE 123,5814,US,online,,False,none
b61ec0ed-8ddd-2994-744c-c6aee03fff2c,acc_00015,2026-01-01 13:25:00,9.39,CAD,POS DEBIT Safeway LLC,5411,CA,online,,False,none
c98497f5-472a-c6c2-d4e1-774e196c9643,acc_00062,2026-01-01 13:31:00,34.6,USD,BP,5541,US,online,,False,none
64a7bbde-3a8f-f93e-b540-baba1b466088,acc_00053,2026-01-01 13:38:00,76.04,GBP,Dominos INC,5814,GB,pos,,False,none
865f4904-dda4-9b2f-a2b2-b1a1147e6960,acc_00080,2026-01-01 13:41:00,25.05,USD,SQ *McDonalds INC,5812,US,online,acc_00049,False,none
83c9c11c-4895-a81e-8538-07fd6f9a867d,acc_00093,2026-01-01 13:43:00,173.29,USD,POSDEBITWHOLEFOODSUS,5411,US,online,,False,none
f01f7382-e4fa-62c2-b398-e4fc59dd9452,acc_00048,2026-01-01 13:44:00,33.24,USD,WWW.AliExpress,5999,US,pos,,False,none
ff6843d8-a38b-f3b8-94f3-14d8a7f9fde9,acc_00064,2026-01-01 13:44:00,98.32,USD,TST* Burger King US,5814,US,online,,False,none
8ab60405-83d6-0f8f-52d9-732804a35675,acc_00069,2026-01-01 13:46:00,95.51,INR,SQ *Best Buy #445,5732,IN,online,,False,none
a0e2cffc-931f-f2c8-26c7-89cb7a073d45,acc_00096,2026-01-01 13:55:00,41.74,CAD,SQ *BP CA,5541,CA,online,,False,none
059b51a2-48c0-2edf-6df3-e9c2546953f0,acc_00097,2026-01-01 13:56:00,90.94,USD,KFC STORE 123,5814,US,pos,,False,none
49694032-5808-d790-22e4-9628d913057d,acc_00007,2026-01-01 14:00:00,46.91,USD,WWW.Walmart US,5411,US,online,,False,none
cfc150f3-96f2-05b5-26a9-ded1eac3c934,acc_00083,2026-01-01 14:05:00,3.41,AUD,WWW.BEST BUY INC,5732,AU,pos,,False,none
75bb5dd7-2955-c593-a3cf-31f8c845e9ef,acc_00046,2026-01-01 14:05:00,47.87,GBP,POS DEBIT EBAY INC,5999,GB,pos,,False,none
bedd62a7-9950-f11a-1114-e0daf87ae6de,acc_00009,2026-01-01 14:07:00,33.49,USD,POS DEBIT Subway US,5812,US,pos,,False,none
e192fb23-c1f0-4e29-f7af-b9c6d5c4b7af,acc_00060,2026-01-01 14:08:00,17.28,AUD,POSDEBITSTARBUCKSAU,5812,AU,pos,,False,none
65f6ba53-d226-a8b3-b674-410dd218c9d6,acc_00003,2026-01-01 14:13:00,80.35,USD,PAYPAL *SAMSUNG STORE 123,5732,US,pos,,False,none
6ad1182f-5e93-e505-6ec7-c0eebebe06ea,acc_00069,2026-01-01 14:15:00,96.32,INR,TST*WholeFoods#445,5411,IN,pos,acc_00033,False,none
f80cc715-a86b-bd8e-0dfd-34d6d39dc3b9,acc_00083,2026-01-01 14:17:00,7.42,AUD,TST* Best Buy INC,5732,AU,pos,,False,none
e9971396-7866-6459-0042-285b41bb126e,acc_00070,2026-01-01 14:19:00,236.96,INR,POS DEBIT Chevron,5541,IN,online,,False,none
2c22919c-fbc0-7564-35c8-7983910b77f9,acc_00033,2026-01-01 14:25:00,23.33,EUR,WWW.Shell STORE 123,5541,FR,online,,False,none
86e02a7a-b499-58be-4a9e-e90ccbc1fc8f,acc_00084,2026-01-01 14:29:00,3.82,USD,MICROCENTER,5732,US,online,,False,none
eeea163e-21e8-ac68-43e4-2caf8181a8cc,acc_00000,2026-01-01 14:29:00,7.04,GBP,PAYPAL *WALMART LLC,5411,GB,pos,acc_00028,False,none
8cf57403-b0d0-92f8-3352-c24dc3cadd85,acc_00071,2026-01-01 14:31:00,26.88,CAD,PAYPAL *ETSY #445,5999,CA,pos,,False,none
150b1760-f371-c77e-d7b7-98ecfd2e93ed,acc_00038,2026-01-01 14:34:00,3.55,USD,TST* Safeway US,5411,US,online,,False,none
f93c10be-04c3-25ec-0ae2-bc3fef26d1f8,acc_00077,2026-01-01 14:36:00,814.05,INR,TST*BurgerKingSTORE123,5814,IN,pos,,False,none
86d1f4db-d344-0ea3-d783-7d0615268fbc,acc_00090,2026-01-01 14:37:00,15.63,USD,SQ *Dominos LLC,5814,US,pos,,False,none
a47149ae-7b5f-4478-5fd4-a95392e78e69,acc_00096,2026-01-01 14:39:00,30.15,CAD,SQ *DOMINOS,5814,CA,pos,,False,none
6484ab25-2766-f589-0601-2881008c8ea9,acc_00080,2026-01-01 14:50:00,27.52,USD,SQ *KROGER LLC,5411,US,pos,,False,none
0bf0ce37-726f-c529-056b-b931fbddeba0,acc_00057,2026-01-01 14:53:00,1756.83,INR,POS DEBIT Subway,5812,IN,pos,,False,none
f6bffaa9-71fc-f2e6-b3dd-7820bd20c36a,acc_00011,2026-01-01 15:07:00,31.69,USD,TST* BURGER KING STORE 123,5814,US,pos,,False,none
a38984af-e2d5-60e8-8ca6-790d34eca6ca,acc_00071,2026-01-01 15:11:00,42.07,CAD,SQ*CHIPOTLE,5812,CA,pos,,False,none
527e3dea-3d99-bd15-2106-45202277caa3,acc_00054,2026-01-01 15:13:00,5.8,USD,PAYPAL*Safeway,5411,US,pos,acc_00058,False,none
792846ea-229c-c46a-9ab4-6c07e9a95e4a,acc_00082,2026-01-01 15:17:00,27.44,USD,PAYPAL *TARGET LLC,5411,US,pos,,False,none
2d98f251-b5c1-f027-3563-559e9c78bade,acc_00018,2026-01-01 15:27:00,9.41,GBP,POS DEBIT Dominos GB,5814,GB,pos,,False,none
c1fd2d6d-277d-cdcb-a3ed-c79cdd1af7be,acc_00041,2026-01-01 15:28:00,9.33,USD,MICROCENTER INC,5732,US,online,,False,none
d09d1263-f4aa-15ac-3971-83ef5339e78d,acc_00038,2026-01-01 15:31:00,11.22,USD,SQ *Whole Foods US,5411,US,pos,,False,none
62ea9514-e719-a312-ffd3-b087ce8210ec,acc_00053,2026-01-01 15:36:00,71.58,GBP,WWW.WHOLE FOODS STORE 123,5411,GB,online,,False,none
a9454557-8895-9d6e-a933-2ef96bb2eb5f,acc_00093,2026-01-01 15:41:00,188.87,USD,POS DEBIT MICROCENTER LLC,5732,US,pos,,False,none
67ccfdf3-9af1-cbf0-8a4e-4e3fb0fb843c,acc_00045,2026-01-01 15:50:00,3.99,USD,WWW.BEST BUY INC,5732,US,pos,,False,none
e6a4ab12-2857-d66d-345a-ac285749f77e,acc_00045,2026-01-01 15:52:00,7.77,USD,TST* APPLE STORE US,5732,US,online,acc_00066,False,none
a1d76730-dec8-bcbb-fd61-0d0961a73056,acc_00025,2026-01-01 15:55:00,12.38,USD,Etsy US,5999,US,online,,False,none
9a85bafb-f030-d6d3-86c3-e1d9729545f1,acc_00082,2026-01-01 16:01:00,48.73,USD,SQ*STARBUCKS#445,5812,US,pos,,False,none
c979a0e1-7b8f-e7cf-ba2c-43ec43f84fcf,acc_00027,2026-01-01 16:04:00,19.19,USD,PAYPAL*BP#445,5541,US,pos,,False,none
0c2fded5-1f74-c09c-b01c-5226e3786121,acc_00036,2026-01-01 16:07:00,33.9,USD,SQ *EXXON LLC,5541,US,online,,False,none
4ae8285c-17f6-a4cf-224a-d577879a67ac,acc_00045,2026-01-01 16:13:00,3.96,USD,PAYPAL *APPLE STORE INC,5732,US,online,,False,none
9ea786bc-6fda-b002-10f8-97ab5b44102f,acc_00038,2026-01-01 16:24:00,2.19,USD,POS DEBIT Target LLC,5411,US,online,,False,none
be793a1f-84d5-3993-bd89-80b757a01130,acc_00077,2026-01-01 16:26:00,662.23,INR,SQ *CHEVRON #445,5541,IN,pos,acc_00003,False,none
ceb557ac-8b22-e445-7fa7-0485dafc3805,acc_00007,2026-01-01 16:39:00,62.85,USD,PAYPAL *FanDuel STORE 123,5814,US,pos,acc_00064,False,none
c8b33b49-21dd-9fab-c068-476031a928ef,acc_00084,2026-01-01 16:42:00,5.48,USD,PAYPAL*KROGERSTORE123,5411,US,online,,False,none
7c9df1a9-a3d0-c09d-3ac3-eb480d5f6b72,acc_00089,2026-01-01 16:44:00,11.03,USD,Burger King INC,5814,US,pos,,False,none
8780d6ca-ddeb-d8d4-83d0-4bac21e38238,acc_00018,2026-01-01 16:44:00,9790.4,GBP,SQ *WENDYS INC,5814,GB,pos,acc_9362,True,structuring
2b15a22c-77cc-5cc9-3c41-e680f426bca0,acc_00053,2026-01-01 16:45:00,61.03,GBP,WWW.TARGETGB,5411,GB,online,,False,none
f9a960b1-0e40-b45c-91de-72973ad9c5c5,acc_00065,2026-01-01 16:49:00,108.81,USD,WWW.AliExpress,5999,US,pos,,False,none
30f7d6e6-5a30-94f1-30b9-cead1fbcc5f0,acc_00071,2026-01-01 16:50:00,33.36,CAD,SQ *CHIPOTLE LLC,5812,CA,online,,False,none
65df39cb-8062-4277-1a3e-cc7186cc556b,acc_00019,2026-01-01 17:02:00,837.09,INR,PAYPAL *BURGER KING LLC,5814,IN,online,,False,none
0651a897-0f54-c086-4505-11e18fc45e9e,acc_00027,2026-01-01 17:06:00,97.04,USD,EXXON US,5541,US,pos,,False,none
c4341bc0-0015-36f0-bfcc-1b3450cea9b7,acc_00057,2026-01-01 17:06:00,2329.14,INR,POS DEBIT Target LLC,5411,IN,online,,False,none
d820d362-8a61-81ae-e771-8e1bd1df4ff0,acc_00031,2026-01-01 17:13:00,18.66,USD,TST* Best Buy,5732,US,online,acc_00059,False,none
cf54f88a-4c5d-5377-9f49-3777e1c3fe98,acc_00043,2026-01-01 17:15:00,21.9,INR,PAYPAL*AppleStoreSTORE123,5732,IN,online,,True,velocity_fraud
f7876133-dbd1-89c6-a24d-b9bf529d29d4,acc_00073,2026-01-01 17:17:00,62.49,USD,TST* Dominos LLC,5814,US,pos,,False,none
858f3699-048c-cb0b-6fa4-c828aa65a6af,acc_00043,2026-01-01 17:17:16,24.29,INR,PAYPAL*AppleStoreSTORE123,5732,IN,online,,True,velocity_fraud
e8e3f5d3-c5c8-06ac-b1e4-3715c65044cc,acc_00043,2026-01-01 17:17:37,9.97,INR,PAYPAL*AppleStoreSTORE123,5732,IN,online,,True,velocity_fraud
abd45556-63aa-f945-8329-8046ba4e5781,acc_00043,2026-01-01 17:18:00,31.25,INR,PAYPAL*AppleStoreSTORE123,5732,IN,online,,True,velocity_fraud
1ee57256-6a92-e73e-ba21-8dbec67bcde9,acc_00043,2026-01-01 17:18:19,38.22,INR,PAYPAL*AppleStoreSTORE123,5732,IN,online,,True,velocity_fraud
e43089f1-0bac-22c2-2fbc-88af817d59a0,acc_00043,2026-01-01 17:19:16,41.34,INR,PAYPAL*AppleStoreSTORE123,5732,IN,online,,True,velocity_fraud
8f1b7719-5d63-b1ea-bff1-992b36f3bcb2,acc_00043,2026-01-01 17:19:54,19.8,INR,PAYPAL*AppleStoreSTORE123,5732,IN,online,,True,velocity_fraud
05ddffbf-bd21-0b7d-f5b3-50ab731bd233,acc_00030,2026-01-01 17:21:00,49.17,USD,TST*AliExpress#445,5999,US,pos,,False,none
2a07a58d-d43b-bf74-e609-456a8257909d,acc_00025,2026-01-01 17:22:00,23.64,USD,POS DEBIT Target,5411,US,pos,acc_00048,False,none
9123f2c5-c4c9-3949-6334-fca6d04f0a71,acc_00025,2026-01-01 17:24:00,32.9,USD,WWW.Ebay,5999,US,pos,,False,none
6c91ef46-c37a-dae1-e64e-61f910016329,acc_00081,2026-01-01 17:29:00,151.13,AUD,PAYPAL *Target INC,5411,RU,pos,acc_00069,True,geo_anomaly
b0c9eab0-293c-8915-3d23-31be684fc293,acc_00066,2026-01-01 17:33:00,8.1,USD,WWW.Ebay STORE 123,5999,US,online,,False,none
2e65a71f-4465-1be5-9dd3-225e51cc6390,acc_00048,2026-01-01 17:41:00,8.29,USD,Chevron #445,5541,US,pos,,False,none
4429c9ed-7436-299a-63ff-0dc65ca9f961,acc_00018,2026-01-01 17:44:00,9775.13,GBP,SQ *WENDYS INC,5814,GB,pos,acc_9362,True,structuring
5cf30d10-b89a-9729-58df-8fd5af858796,acc_00059,2026-01-01 17:48:00,18.15,EUR,Taco Bell FR,5812,FR,online,,False,none
50c38b53-d4fc-d36d-1f45-3c1f62d7cd82,acc_00066,2026-01-01 17:54:00,9.54,USD,WWW.ALIEXPRESS,5999,US,online,,False,none
b5e8f105-a6b5-95be-6288-75b8e79a52b2,acc_00046,2026-01-01 18:08:00,57.94,GBP,WWW.ETSY STORE 123,5999,GB,pos,,False,none
a8702d97-10e6-7176-3858-3966757256f6,acc_00013,2026-01-01 18:25:00,780.06,INR,SQ *SAFEWAY,5411,IN,pos,acc_00028,False,none
6aa49b3d-45c8-1af1-9b22-8a51b2f6900c,acc_00054,2026-01-01 18:28:00,4.89,USD,TST*Microcenter,5732,US,pos,,False,none
eeab8377-7d6f-db6a-3f4d-9bdb0c24fdbe,acc_00098,2026-01-01 18:36:00,24.61,EUR,SQ *WENDYS STORE 123,5814,FR,online,,False,none
cc8435ef-7f98-17c0-a55f-828964c03fd0,acc_00073,2026-01-01 18:36:00,30.31,USD,KFC,5814,US,online,acc_00094,False,none
054bffbb-7ad8-66ba-f252-f8f93edf665f,acc_00028,2026-01-01 18:43:00,15.42,USD,PAYPAL *ETSY #445,5999,US,online,acc_00083,False,none
1ff294f8-fcb6-f55f-116b-c91ff84b8619,acc_00061,2026-01-01 18:49:00,11.91,USD,TST* Etsy,5999,US,pos,,False,none
58129d09-d9ef-9f80-84e3-f38936d520f0,acc_00073,2026-01-01 18:52:00,27.82,USD,BP US,5541,US,online,,False,none
f61a8c46-9f68-9d10-cbfa-c93aba6a78d0,acc_00091,2026-01-01 18:56:00,22.09,USD,PAYPAL *WENDYS LLC,5814,US,pos,,False,none
9d30b0f7-f6a9-7c38-13f7-4636c7be5406,acc_00030,2026-01-01 18:59:00,16.81,USD,TST* Subway STORE 123,5812,US,online,,False,none
08842230-6dab-edd3-e1de-9299c0bdf939,acc_00039,2026-01-01 19:18:00,25.59,GBP,PAYPAL *BURGER KING #445,5814,GB,pos,,False,none
4843f925-de35-d027-0d84-211b56faf342,acc_00097,2026-01-01 19:29:00,54.03,USD,TST* Chevron,5541,US,online,,False,none
688dd559-e731-a718-6c3b-263bf741db3b,acc_00018,2026-01-01 19:44:00,9469.78,GBP,SQ *WENDYS INC,5814,GB,pos,acc_9362,True,structuring
a60b01da-06c9-4c31-a545-7caf86b030c8,acc_00084,2026-01-01 19:50:00,4.31,USD,WWW.SHELL STORE 123,5541,US,pos,,False,none
26f5c6d5-233e-21ef-fabb-2364a4be4e4b,acc_00056,2026-01-01 20:54:00,43.84,USD,PAYPAL *TARGET STORE 123,5411,US,pos,acc_00052,False,none
17af0e28-c9b7-7e59-c852-aaa4ee4100c0,acc_00053,2026-01-01 21:24:00,63.11,GBP,Burger King STORE 123,5814,GB,pos,acc_00059,False,none
4087be6a-4514-c416-6c44-821eaf051764,acc_00015,2026-01-02 01:13:00,8.72,CAD,PAYPAL*SHELL,5541,CA,pos,,False,none
a3ff8fd2-02e4-60aa-365b-c763a3336ea8,acc_00007,2026-01-02 03:21:00,27.28,USD,SQ *DOMINOS,5814,US,pos,,False,none
32013afd-f13c-60c2-59eb-52d5bcfcd993,acc_00093,2026-01-02 05:47:00,700.6,USD,WWW.APPLE STORE LLC,5732,US,pos,,False,none
e4509dd3-d4bf-4f30-eb26-cc824324887e,acc_00039,2026-01-02 06:08:00,34.06,GBP,POSDEBITBESTBUYLLC,5732,GB,pos,,False,none
62794a6e-61f1-4c98-dcde-adc804d340e8,acc_00018,2026-01-02 06:17:00,11.19,GBP,PAYPAL *CHEVRON GB,5541,GB,online,,False,none
26b76a5a-a41f-8cd4-752d-cf246fcf21cb,acc_00062,2026-01-02 06:25:00,35.06,USD,SAMSUNG STORE 123,5732,US,pos,,False,none
cd9afa65-5de6-3467-55ec-2b7860094db3,acc_00025,2026-01-02 07:44:00,14.57,USD,TST* KROGER #445,5411,US,pos,,False,none
3392f492-55b3-6a79-324a-60385f2214e1,acc_00084,2026-01-02 08:00:00,7.93,USD,SQ *WALMART INC,5411,US,pos,acc_00014,False,none
ac4e1350-d425-9065-9779-2b8da519c3e8,acc_00057,2026-01-02 08:09:00,1544.83,INR,POS DEBIT KROGER #445,5411,IN,pos,acc_00074,False,none
4524a7f9-b26d-8a49-fba2-bf91aea194c0,acc_00084,2026-01-02 08:19:00,10.86,USD,BestBuy#445,5732,US,pos,acc_00041,False,none
62c9f4fc-f686-cfa7-e94d-ed1e11ca2a0b,acc_00013,2026-01-02 08:52:00,3569.87,INR,SQ *Target #445,5411,IN,pos,acc_00026,False,none
941fc7cf-b2ae-142c-0802-99aa3afaec95,acc_00091,2026-01-02 08:58:00,27.06,USD,TST* BP US,5541,US,pos,,False,none
339d2c1f-d5a1-b5ee-6f16-0feacef0a5e8,acc_00079,2026-01-02 08:59:00,10.77,USD,WWW.KFC,5814,US,online,,False,none
5e0fb618-a71f-4b37-4e35-7338412498f9,acc_00032,2026-01-02 09:02:00,6.5,USD,SQ*MICROCENTER#445,5732,US,online,,False,none
1ae38baa-339e-f82b-b2e8-f8bfffdf6588,acc_00038,2026-01-02 09:03:00,2.69,USD,Amazon,5999,US,online,,False,none
49ffeaf9-d763-dc85-2ba7-8ca2444249f1,acc_00082,2026-01-02 09:15:00,45.47,USD,PAYPAL *SAMSUNG #445,5732,US,pos,,False,none
3b7f9f07-634b-7541-7c0e-73f0da68b44b,acc_00082,2026-01-02 09:24:00,140.6,USD,PAYPAL *CHIPOTLE INC,5812,US,online,,False,none
f8edbb28-0c38-392d-4fd2-f1b00ae43bba,acc_00096,2026-01-02 09:33:00,29.66,CAD,SQ *Chevron,5541,CA,online,,False,none
52ad8e91-94b7-7fa7-7256-3910fc03a706,acc_00043,2026-01-02 09:42:00,881.53,INR,WWW.WALMART IN,5411,IN,online,,False,none
151dcdb3-d3b4-dfe7-f198-e627f0152751,acc_00071,2026-01-02 09:57:00,81.64,CAD,TST* Etsy,5999,CA,pos,,False,none
20667c02-d32d-9358-ab50-4c94a2d2c137,acc_00055,2026-01-02 10:08:00,7.13,USD,TST*WHOLEFOODS,5411,US,pos,,False,none
e1c72223-4218-6e6d-ab24-f74a9f2be8ba,acc_00024,2026-01-02 10:09:00,5.89,AUD,WWW.SAFEWAY #445,5411,AU,pos,,False,none
